ID	CTLi_RNAseq_rep1	CTLi_RNAseq_rep2	CTLi_RNAseq_rep3	SPT6i_RNAseq_rep1	SPT6i_RNAseq_rep2	SPT6i_RNAseq_rep3
LRRC4	-1.65809	-0.0183577	-0.0350827	3.57446	3.26402	2.96057
LRRC40	1.73699	2.00823	1.85321	3.32787	3.09197	3.12154
LRRC46	-3.67315	-3.09629	-4.69613	0.780469	0.604198	0.324858
LRRC56	-0.257	-0.520483	-0.176359	2.13662	2.42989	2.41354
LRRC57	1.72481	1.90718	1.49724	2.7883	2.63163	2.78853
LRRC58	1.73664	2.16255	1.70962	3.2681	3.11281	3.06125
LRRC59	4.6732	4.73172	4.72657	5.84202	5.87965	5.6621
LRRC75B	1.01173	0.270228	1.29632	-5.73719	-3.17649	-3.82905
LRRFIP1	3.82733	3.90071	3.82111	5.87095	5.65123	5.87443
LRRIQ1	-4.97365	-4.61918	-4.80399	-3.54978	-3.85158	-3.47815
LRRK1	0.377225	0.536137	0.52048	1.61714	1.54671	1.61196
LRRK2	-2.74453	-2.11705	-1.78046	-5.6426	-6.0819	-4.73446
LRTOMT	-1.81071	-1.21021	-1.18346	1.4558	1.42513	1.34656
LRWD1	1.69611	1.384	1.90783	2.77318	3.1147	3.0017
LSG1	3.18786	3.56782	3.3423	4.78668	4.92187	4.70954
LSM1	3.75774	3.97138	3.76164	5.39742	5.37995	5.00999
LSM3	2.28704	2.59826	2.19074	3.84209	3.9332	3.53887
LSM8	-0.71262	-0.00339177	-0.379311	1.54929	1.46682	1.30726
LSR	4.92117	4.53865	5.05504	7.6503	7.84996	7.44247
LTB4R	2.32269	2.32481	3.091	0.440179	0.473353	0.374699
LTB4R2	2.74455	2.71846	3.40372	-0.217533	-0.0715168	-0.280682
LTBP3	-0.180505	-0.0129828	0.22828	5.0123	5.087	5.3093
LTBP4	1.91388	1.19409	2.25709	-1.01038	-0.735085	-0.56661
LY6G6C	6.96585	7.396	6.73261	0.187684	1.37641	1.68078
LY6K	0.321966	-0.0845201	0.1698	2.91938	3.15657	2.3143
LYN	1.54478	1.9349	1.52388	3.48232	3.56547	3.27639
LYPD2	4.27	3.17871	5.18183	-1.50876	-3.11799	-2.28512
LYPD3	9.18244	9.04204	9.29657	5.78801	5.90658	5.67325
LYPD5	6.66216	6.15704	6.32792	-0.0744381	-0.00167926	0.649277
LYPD6	-1.01762	-1.06879	-0.835284	-2.43026	-2.20214	-2.72206
LYPLA2	5.22421	4.97462	5.20526	6.29067	6.44833	6.37163
LYRM1	2.64212	2.66851	2.33871	4.05119	4.09987	3.6995
LYRM4-AS1	-2.27448	-2.25952	-2.07591	-4.01033	-3.57516	-3.28878
LYSMD3	2.20869	2.44663	2.36044	3.66829	3.43358	3.40463
LYZ	-4.91962	-4.34276	-4.35764	-1.5509	-0.92607	-1.46992
LZTFL1	0.793008	1.21278	0.917903	4.04158	3.9666	3.74089
LZTS1	-2.52504	-1.69336	-2.36359	-4.90525	-4.51448	-4.02953
LZTS3	0.917591	0.292819	0.797312	-0.964871	-0.920966	-0.788537
M6PR	4.48775	4.8674	4.59422	6.7525	6.74384	6.41043
MAB21L3	0.89534	0.731288	1.30794	-3.80417	-3.98044	-3.36997
MAB21L4	6.23962	6.1544	5.84707	3.45474	3.67643	4.30541
MACROD1	0.801439	-0.120154	0.0840837	2.6316	3.18371	2.57943
MACROH2A2	2.81412	3.20875	2.64262	1.25151	1.4044	1.47722
MAD1L1	1.9483	1.94362	2.0336	3.84173	4.05002	4.20053
MAD2L1	-0.884803	-0.418723	0.200922	-2.8668	-2.61645	-2.77536
MADD	2.09214	2.70317	2.30786	3.48276	3.50354	3.49643
MAFB	3.73954	3.53441	4.04865	0.923066	1.63161	1.67574
MAFG	2.99149	2.91152	2.91758	4.14102	4.3039	4.09616
MAFK	2.15897	1.45404	2.08828	3.84302	4.3492	4.15725
MAGIX	-1.97639	-2.79807	-2.39792	-0.858983	-0.749666	-0.799702
MAGT1	3.62988	3.88338	3.6857	4.8715	4.85212	4.72149
MAIP1	2.76327	2.44728	2.6211	3.71947	3.8641	3.65382
MAJIN	-4.07201	-5.81708	-4.41692	-0.53045	-0.464519	-0.728511
MAL	8.40939	7.26626	7.75753	-1.22793	0.747803	1.20437
MALAT1	4.35024	4.2618	4.48043	2.75795	2.72452	2.88242
MALINC1	-2.67223	-2.24737	-2.26225	2.3435	2.13761	2.23437
MAML2	1.50028	1.35896	1.15545	2.92838	2.66265	3.17189
MAMLD1	-2.61364	-2.67923	-2.42717	-3.89699	-3.97373	-3.79621
MAMSTR	-0.984439	-1.47031	-0.78065	-3.04477	-3.48407	-3.04352
MAN1A1	-1.10157	-0.676709	-0.848914	0.367155	0.413277	0.688268
MAN1A2	2.31893	2.60578	2.40156	3.74347	3.64547	3.70564
MAN1B1	3.44429	3.61717	3.65238	5.74241	5.82633	5.70447
MAN1B1-DT	-3.07896	-2.76514	-3.94994	1.1761	1.68053	0.988081
MAN2A2	0.808562	1.77168	0.933539	3.45208	3.43753	3.33266
MAN2B1	3.6304	3.42714	3.73992	4.65051	4.86729	4.40265
MAN2B2	1.63188	1.8736	1.94686	4.69225	4.87456	4.66265
MANBAL	3.72839	3.78173	3.83137	5.41276	5.39785	5.15426
MAOA	4.28741	3.74006	3.7509	0.913073	1.28623	1.05018
MAP11	2.46727	2.67527	2.85492	3.90342	4.14957	4.27262
MAP1LC3B	6.25516	6.36117	5.78555	7.78778	7.71351	7.7646
MAP3K1	1.80259	2.37074	2.08729	3.64487	3.2573	3.44484
MAP3K14-AS1	-2.21604	-2.22705	-1.82689	1.9495	1.84711	1.76912
MAP3K2	1.81672	2.04912	1.817	3.0252	2.91836	3.00985
MAP4	5.14386	5.042	5.21715	3.91067	3.92859	4.12678
MAP4K3	2.50833	2.71736	2.22058	4.11564	3.86687	3.99479
MAP4K3-DT	-1.46656	-1.26626	-1.41359	0.320742	0.317537	-0.0409594
MAP4K4	4.1358	4.2755	4.43512	5.81748	5.5456	5.83554
MAP6D1	1.2543	1.15308	1.53617	-1.22343	-0.993944	-0.582776
MAPK3	6.05298	5.62457	5.86863	4.6976	4.57251	4.49956
MAPK7	3.34471	3.25967	3.42844	1.99718	2.32645	2.42619
MAPK9	0.962869	1.38305	1.12001	2.62792	2.50588	2.42986
MAPKAPK3	5.68767	5.78538	5.50961	3.25034	3.65134	3.50641
MAPKAPK5	0.290371	0.595244	0.382261	1.46021	1.46676	1.40205
MARCHF3	3.22797	3.6951	2.84953	-0.0755561	0.838776	1.17362
MARCHF6	2.88588	3.18257	2.8453	4.39203	4.32385	4.55098
MARCKSL1	3.49272	5.10239	3.99143	7.20842	7.11723	7.04753
MARF1	2.66321	2.76078	2.46141	3.87189	3.70067	3.90105
MARK4	3.57184	3.04942	3.39983	1.96416	2.06727	2.28962
MARVELD2	2.17066	2.11957	1.98353	4.80717	4.68887	4.71115
MARVELD3	1.8109	1.87962	1.97181	4.02672	3.92186	3.74228
MAST2	1.43729	1.81895	1.74296	3.69446	3.72845	3.62572
MAST3	0.61339	0.643916	0.655734	-1.17677	-1.18833	-0.655855
MASTL	0.776788	1.15892	1.17611	2.18257	2.08503	2.10646
MAT2B	3.8402	4.10304	3.82436	5.73585	5.53205	5.41069
MATN3	-5.69876	-6.1219	-5.72174	-3.78947	-3.42142	-4.03333
MB	-3.86335	-3.70152	-2.7164	0.569509	0.307081	0.318657
MBD4	2.67249	2.61046	2.71899	3.94069	3.85755	3.97106
MBD6	2.88594	2.89308	3.30203	4.3891	4.42597	4.58385
MBIP	2.61797	2.63077	2.56663	4.08385	3.87461	3.90721
MBNL1-AS1	-4.16202	-2.36101	-3.44659	-0.286565	0.0127749	-0.161
MBNL2	2.68611	3.28034	3.0068	4.21036	3.96378	4.29316
MBNL3	-0.0366129	0.623389	0.264775	-2.02128	-2.16387	-1.52893
MBOAT7	3.22979	3.64215	3.57319	4.36599	4.63747	4.73105
MBTPS1	3.51902	3.92988	3.62074	5.45096	5.45704	5.36962
MCAT	1.83261	2.05199	1.80963	2.92708	3.16009	2.82977
MCFD2	4.46209	4.29391	4.20231	6.03075	5.80609	5.89255
MCHR1	-0.411651	-0.704393	-0.000229515	-3.25238	-2.82919	-2.66617
MCM4	2.39896	2.57842	2.86829	4.36011	4.49888	4.53013
MCM5	1.49146	1.78246	2.18928	3.03597	3.22449	3.30157
MCM6	1.4236	1.99339	1.69908	-0.867326	-0.716275	-0.528031
MCM7	2.80177	3.23135	3.30412	4.05605	4.16031	4.25868
MCM8	-1.35562	-0.778756	-1.1904	0.580043	0.614088	0.734673
MCM9	0.357736	0.589947	0.464038	1.74439	1.6707	1.72607
MCMBP	3.29119	3.4362	3.24952	4.78274	4.68541	4.60118
MCOLN1	2.17754	2.34562	2.41884	4.17008	4.5938	4.15726
MCPH1	0.398096	0.544499	0.284631	1.62874	1.50191	1.60906
MCRIP1	2.06472	2.29475	2.40498	3.68319	3.97276	3.71879
MCUR1	4.41608	4.50377	4.00308	3.2762	3.13433	3.08579
MDC1-AS1	-26.5754	-26.5753	-26.5748	-3.38544	-2.48991	-1.23828
MDH1	5.37904	5.73335	5.48828	6.73341	6.69368	6.53873
MDM1	-1.69318	-0.811071	-1.48668	0.511262	0.32822	0.465288
MDM2	2.77911	3.01261	2.61237	4.78547	4.52085	4.74562
ME1	5.72627	5.62237	5.59914	1.23963	1.96412	1.74983
ME2	0.565941	0.79101	0.359005	2.41414	2.25945	2.06007
MECOM	-2.21599	-1.82469	-1.98843	-0.557347	-1.11213	-0.584113
MECOM-AS1	2.21629	1.2224	2.32951	-3.53263	-2.97193	-1.48698
MECP2	1.04863	1.34621	0.903166	2.10843	2.13774	2.24153
MED1	2.67285	2.96753	2.54043	4.20716	4.07452	4.02945
MED13	3.27437	3.45985	2.9847	4.4043	4.17674	4.33943
MED13L	3.24459	3.42112	3.01353	4.25233	4.15996	4.31249
MED15	4.40872	3.92036	4.46008	5.60301	5.65019	5.87388
MED17	2.01623	2.20089	1.85765	3.22379	3.17547	3.20792
MED19	2.65791	2.59658	2.50597	4.22892	4.13475	3.82591
MED21	2.58238	2.88735	2.76305	3.78976	3.71227	3.73589
MED23	2.2282	2.44449	2.3629	3.75592	3.67426	3.78338
MED29	3.32839	3.67858	3.38117	4.89151	4.91696	4.73483
MED30	-0.136083	-0.296186	-0.284594	1.35818	1.22791	0.844849
MED4	3.3888	3.57651	3.43411	5.10906	4.98288	4.7788
MED8	4.41466	4.37038	4.287	2.63961	2.80881	2.80814
MEF2A	1.92779	2.05225	1.99583	3.32563	3.18501	3.36798
MEF2D	2.28095	2.45233	2.31444	3.60824	3.63931	3.65901
MEIG1	-5.55968	-5.98282	-5.58266	-0.126821	0.402165	-0.18153
MEIOC	-4.54908	-4.27178	-4.98709	-2.18035	-2.68677	-1.96611
MELK	1.43206	1.56673	1.91099	-1.77412	-1.30362	-1.32541
MELTF-AS1	-2.9499	-2.69497	-3.29481	-0.970215	-1.34241	-1.02144
MEP1A	-5.87687	-7.30001	-5.89986	-2.26714	-2.82192	-1.57402
MEPCE	2.59738	2.75672	2.57253	4.04929	4.12506	3.93714
MERTK	-3.57857	-2.08744	-3.302	0.371746	0.145171	0.401365
MESP2	-3.4704	-2.89354	-3.07835	-1.19187	-1.33745	-1.7525
MEST	3.4171	3.48319	2.61577	0.762327	0.771742	1.24266
MET	3.13476	2.88308	2.99505	4.47102	4.25892	4.3036
METTL15	1.09757	1.43449	1.19007	2.70374	2.55393	2.65848
METTL16	2.21805	2.38607	2.21507	3.37624	3.21876	3.30912
METTL18	1.31935	1.61811	1.52144	3.14899	3.09998	2.99071
METTL21A	-1.15255	-0.520823	-0.855839	1.22328	1.06444	1.22547
METTL27	-2.90209	-4.06219	-1.78757	1.75137	1.9184	0.999409
METTL4	1.20904	1.56074	1.07336	3.01014	2.89904	2.84547
METTL7A	0.803898	2.78761	2.39176	-3.90479	-4.19209	-3.09618
MEX3C	3.25641	3.40502	3.15792	4.55289	4.35031	4.5321
MFAP5	4.67302	4.70034	4.82042	2.1985	2.94006	2.28837
MFN2	4.46315	4.6611	4.52339	5.80197	5.82505	5.76371
MFSD2A	2.67459	3.00541	3.09218	1.41898	1.70078	1.12413
MFSD2B	-1.94635	-0.866994	-1.48391	-5.35899	-4.79829	-5.03581
MFSD9	1.74865	1.70242	1.73516	3.20233	3.11084	3.09838
MGAM	-3.89769	-3.60713	-4.17221	-1.03234	0.147615	-0.287819
MGAT1	2.26083	2.28014	2.46121	4.76626	4.93881	4.74215
MGAT2	2.00333	2.72906	2.28835	4.16003	4.06048	4.11105
MGAT4B	4.54977	4.28287	4.66436	5.68288	5.91757	5.88403
MGAT4EP	-5.24838	-6.25648	-5.27136	-0.142685	-0.275886	0.355652
MGAT5	2.26101	2.38424	2.38925	4.49745	4.32923	4.29804
MGLL	5.6928	5.61478	5.62715	3.85477	4.16715	4.03843
MGME1	2.22977	2.73229	2.23863	4.29319	4.20075	4.07656
MGST1	6.67234	6.71201	6.52442	2.8457	3.31709	3.51324
MIA3	1.77955	2.16896	1.74806	3.03768	2.80594	2.94361
MICA	1.23024	1.76125	1.50539	5.3318	5.41828	4.78642
MICAL1	1.94214	2.40571	2.68116	-0.0845823	0.224391	-0.0498402
MICALCL	3.1636	3.1527	2.74341	1.3803	1.57873	1.53869
MICALL2	0.826185	0.811599	1.45763	2.84597	3.14812	3.29887
MICB	-2.01339	-0.887191	-0.95483	3.78732	3.89729	3.29326
MICB-DT	-6.33127	-4.75441	-6.35425	-0.962541	-1.27631	-1.62631
MICU1	3.59217	3.9383	3.5224	5.25393	5.2174	5.17389
MID1	0.0728485	0.228446	0.419462	2.0325	1.91675	1.77307
MID1IP1	4.19147	3.68541	3.59404	2.17934	2.46425	2.13272
MIEF1	2.43623	2.52015	2.59517	4.1652	4.24537	4.09125
MIEF2	3.72762	3.42268	3.33483	4.43556	4.68559	4.6249
MIEN1	3.56988	3.22522	3.31139	5.39065	5.48621	5.00455
MIER1	1.57709	2.02731	1.5464	3.16492	2.88566	3.09466
MIER3	1.84281	2.12291	1.86645	4.11217	3.83184	4.15538
MIF4GD	1.85735	2.20244	1.73648	2.93006	2.99443	2.97911
MIGA1	0.551167	0.93301	0.371427	3.06549	2.86934	2.81185
MINDY1	3.64888	3.68167	3.76799	1.56679	1.1852	1.82677
MINDY3	2.60268	3.21331	2.61586	4.20283	4.2472	4.12898
MIPOL1	-1.35407	-1.30571	-1.74831	0.707524	0.287189	0.541227
MIR1915HG	-2.022	-1.83509	-1.38602	0.465913	0.792517	0.506346
MIR205HG	6.44103	6.40171	6.37382	2.28653	2.34064	2.08711
MIR210HG	2.1801	1.59509	2.6532	-1.42908	-1.43398	-1.43761
MIR3150BHG	-5.28842	-4.71156	-3.89636	-1.23617	-1.6485	-1.49523
MIR34AHG	-0.399852	-0.276097	0.447531	1.95286	1.79284	1.85642
MIR570HG	0.153719	-0.288905	-0.151865	2.00129	2.02273	2.1721
MIR762HG	-2.98449	-2.22048	-1.91401	1.31076	1.01213	0.892158
MIS12	2.01712	2.25499	2.08956	3.46544	3.35821	3.40132
MISP	1.71208	1.75654	2.27906	4.18808	4.65714	4.48798
MITD1	2.89914	2.92899	2.7457	3.999	3.94992	3.699
MKI67	0.169744	0.324103	0.880252	-2.97408	-2.35284	-2.06594
MKNK1	2.6274	2.5589	2.8318	3.85622	3.92153	3.85454
MLEC	2.82897	3.28844	3.33694	5.6356	5.70106	5.54987
MLF1	0.229158	0.451735	-0.163058	1.84603	1.84824	1.58745
MLH1	1.92742	2.35162	2.00987	3.3406	3.44538	3.28416
MLKL	1.25397	1.19603	1.90608	-0.854662	-0.557001	-0.620754
MLLT11	3.49335	3.98588	3.40809	2.22732	2.00835	2.08704
MLLT6	1.77259	2.22537	1.91628	4.22027	4.07961	4.09861
MLPH	1.73909	2.61066	2.22767	5.02588	4.96231	5.10973
MLXIP	3.02043	2.87288	3.14323	4.65747	4.52699	4.5961
MMAB	2.09705	1.98066	2.24619	-0.0628551	0.530819	0.207667
MMD	0.152465	0.723093	0.611352	3.32012	3.13516	3.30174
MMEL1	-6.66816	-6.16164	-6.72567	-4.79511	-5.22758	-4.8353
MMGT1	2.24606	2.54721	2.07521	3.37323	3.29719	3.46151
MMP15	0.838427	1.33225	1.06208	3.60046	3.78596	3.68395
MMRN1	-5.14312	-4.82929	-5.42914	-0.561399	-0.0101671	-0.38709
MN1	1.0093	0.930426	1.50673	-1.07016	-0.582994	-0.901977
MNAT1	1.96213	1.98807	1.78677	3.64244	3.60701	3.42897
MND1	-3.51935	-2.24205	-2.73498	0.296831	0.927915	0.0636132
MOB1A	4.27355	4.57643	4.18454	5.6242	5.43605	5.45833
MOB3B	1.77832	1.84027	1.94638	0.658596	0.759045	0.873603
MOB3C	2.21495	1.94714	2.52666	4.62071	4.70467	4.19643
MOCOS	0.0444252	0.369349	-0.48757	-2.97563	-3.33247	-2.47688
MOCS1	-1.93656	-1.35102	-1.57425	-4.83462	-4.49631	-4.59633
MOCS3	1.17832	1.18016	1.00674	2.48373	2.52835	2.53117
MOGS	3.97379	3.92	4.10751	5.4257	5.58374	5.34898
MOK	-0.193812	-0.0946532	0.171368	1.82499	1.84817	1.58834
MON1B	2.51437	2.56959	2.64087	3.72653	3.72327	3.75457
MORN1	-1.10645	-1.37758	-0.955398	0.311862	0.417992	0.592834
MORN4	0.248175	1.15655	0.213121	2.73036	2.85019	2.35446
MOSMO	0.691464	1.04511	0.490534	2.80046	2.71657	2.34315
MOSPD3	1.97708	2.19185	2.70848	0.537224	0.349457	0.685311
MOV10	2.67573	2.32689	2.93542	5.28467	5.11858	5.32885
MPHOSPH10	3.19483	3.568	3.34556	4.86008	4.73985	4.58529
MPHOSPH8	2.78386	3.30996	3.00328	4.60538	4.52829	4.62254
MPIG6B	-0.0766987	-0.244183	0.216348	-1.87522	-1.63646	-1.64132
MPL	-3.20507	-2.67402	-3.32116	-5.29578	-5.15012	-4.70957
MPP5	3.17335	3.06462	3.12348	4.22412	3.98984	4.18526
MPP7	4.12471	4.07635	3.98262	2.51433	2.37622	2.71469
MPPE1	2.24416	2.35626	2.0452	3.95116	3.9366	3.99674
MPV17L2	0.904484	1.09802	1.37549	2.72707	2.65718	2.46176
MR1	1.6824	2.08079	1.66357	3.54521	3.29868	3.36406
MRE11	0.29582	0.701204	0.601381	2.47897	2.2901	2.53509
MREG	3.86269	3.82477	3.87499	2.91504	2.6874	2.46728
MRFAP1	6.08459	6.11928	6.00811	7.38876	7.45365	7.29882
MRFAP1L1	4.73068	5.01364	4.7973	6.46551	6.38213	6.16688
MRI1	1.95054	1.94245	2.1342	3.15163	3.19086	3.43122
MRM2	3.00311	3.36449	3.10457	4.93241	4.9576	4.78101
MRM3	1.45821	1.80893	1.74364	3.4044	3.65991	3.20831
MRNIP	-0.22083	-0.0797223	-0.142132	2.25747	2.16345	1.97609
MRPL1	2.80673	3.13944	2.90387	4.39572	4.34835	4.05296
MRPL10	2.66701	2.84277	2.67725	3.9188	3.93271	3.79615
MRPL16	3.26176	3.55423	3.63921	4.93779	5.08746	4.75384
MRPL2	2.69096	2.66808	2.41666	4.0327	4.23155	3.64219
MRPL20	4.56565	4.51687	4.61623	5.67163	5.81334	5.45756
MRPL20-AS1	1.93029	1.98463	2.14024	4.46115	4.53847	4.36478
MRPL28	4.02368	3.8499	3.95854	5.28916	5.49438	5.15482
MRPL32	4.27579	4.31973	4.4351	5.64361	5.61544	5.17674
MRPL33	5.03512	4.97757	4.86245	6.71302	6.8804	6.19293
MRPL38	3.81969	3.59842	3.91232	4.79327	5.09359	4.75069
MRPL39	3.8662	3.86646	3.5286	4.87166	5.0371	4.70071
MRPL40	1.90296	2.20418	2.08643	3.77685	3.88367	3.49414
MRPL41	2.50269	2.68589	2.92141	3.93835	4.41834	3.89211
MRPL44	3.13074	3.2229	2.97457	5.32304	5.21735	5.18007
MRPL49	4.34353	4.25147	4.29489	5.6028	5.6893	5.40826
MRPS11	1.46567	1.40366	1.66029	2.58811	2.78767	2.4873
MRPS2	2.2875	2.13435	2.17833	3.48479	3.67291	3.37699
MRPS33	1.65207	2.01001	1.75375	3.17553	3.05816	2.95716
MRPS35	3.75018	3.8017	3.82403	5.33783	5.33251	5.12722
MRPS7	4.33433	4.45048	4.47144	5.51349	5.64837	5.33791
MRTFA	2.61912	2.67081	2.57725	3.64344	3.66583	3.85103
MRTO4	2.69759	2.95252	2.98581	4.01388	4.26444	3.90418
MSH2	1.59562	2.11267	1.60163	3.72679	3.3992	3.57431
MSMO1	7.03321	7.08566	7.06113	5.42955	5.43399	5.08023
MSMP	0.0891739	1.04639	-0.922739	-17.1566	-21.4412	-12.7409
MSN	4.79883	5.41698	5.39246	1.71391	2.47557	2.08605
MST1	0.222273	0.788989	0.663004	3.43265	3.74047	3.99348
MST1L	-6.74669	-7.02586	-6.87979	-1.38118	-1.08938	-1.20804
MST1P2	-2.25312	-1.0969	-1.37226	2.59627	2.6385	2.99421
MSX2	2.05328	2.49299	2.08689	3.33957	3.28768	3.29954
MTA2	4.65635	4.85303	4.87267	6.42915	6.32777	6.31587
MTAP	1.79607	1.97754	1.81815	3.72054	3.49232	3.59301
MTBP	-0.93877	-0.711852	-0.680339	1.17698	0.951795	1.30915
MTCP1	-1.55967	-2.11252	-1.58155	-0.510998	-0.201421	-0.512455
MTERF1	0.296679	0.887826	0.384198	2.0863	1.8705	1.78859
MTF2	1.61025	2.18287	1.62618	3.37206	3.076	3.26502
MTFP1	1.96739	1.65232	2.20075	3.60401	3.79103	3.70575
MTFR1	1.7937	2.05782	1.93804	3.70383	3.59162	3.36739
MTFR1L	2.6656	2.99851	2.59067	4.34422	4.41516	4.28184
MTG2	2.41699	2.43359	2.52594	3.39159	3.62168	3.4047
MTHFD1	2.61289	2.94699	2.91319	1.37286	1.59107	1.24291
MTHFSD	1.08709	1.3585	1.0692	2.10911	2.18061	2.27714
MTM1	2.48783	2.61924	2.16486	3.86707	3.74262	3.86382
MTMR14	2.64482	2.8708	2.51617	4.04169	4.17046	4.08484
MTMR2	3.01621	3.25193	2.97687	4.0337	4.11795	4.24193
MTMR9LP	-3.75356	-3.81413	-2.88346	-0.744735	-1.23295	-1.20743
MTRES1	0.921852	1.59115	0.961152	2.77159	2.73064	2.54905
MTRF1L	2.49924	2.65847	2.40818	4.06439	4.15877	4.01889
MTSS1	4.0187	3.94308	4.09628	-0.13387	0.205611	0.0699348
MTSS2	3.47683	3.17703	3.44614	0.557468	0.98475	1.14368
MTURN	1.62122	1.72025	1.67624	2.92969	2.74147	2.72816
MTUS1	2.44987	2.35488	2.40593	5.05211	4.67929	4.98182
MUC16	-4.2899	-5.38794	-5.69139	-0.429994	-0.493235	-1.08181
MUC19	-7.65645	-7.23159	-8.41639	-3.65969	-3.86453	-2.42759
MUC21	5.59729	4.80114	4.49384	-6.36177	-5.80108	-6.1906
MUC22	0.533053	-1.23467	1.02096	-5.21382	-7.46048	-5.11304
MUCL1	7.00513	7.78973	6.27377	-2.06914	-0.245414	0.587455
MUL1	3.9353	4.02692	3.81544	5.64469	5.65488	5.5051
MUTYH	0.0435332	0.255759	0.0507066	1.16305	1.40445	1.51588
MVK	4.63619	4.46874	4.9297	2.07388	2.48132	1.87528
MVP	4.45328	4.58587	4.89097	6.09147	6.17213	6.19351
MXD4	2.0339	2.4334	2.49057	3.22699	3.48472	3.45647
MXRA5	-1.14583	-1.01643	-0.671977	0.80689	1.12923	1.56259
MYBPHL	-4.76869	-4.60687	-3.79168	-1.8594	-1.71374	-1.62933
MYC	4.22652	4.09235	3.61813	0.932336	1.62947	1.66026
MYCBP	2.83474	2.95803	2.86662	4.60471	4.49791	4.24418
MYCL	1.94975	2.06862	2.30046	-0.542777	-0.885221	-0.658889
MYD88	5.39143	5.32685	5.59498	6.69629	6.77778	6.62177
MYDGF	4.57558	4.4926	4.67511	8.06682	8.12531	7.37606
MYL12A	6.84655	6.94684	6.66865	8.23353	8.30634	7.93287
MYL5	0.835414	1.23861	1.01437	3.3486	3.49389	3.69135
MYLK-AS1	-2.21683	-1.32123	-0.918993	1.31704	1.68573	1.30395
MYO10	2.51826	2.89152	2.60529	3.88792	3.80755	3.94738
MYO15A	-6.3214	-6.74454	-6.12199	-2.42722	-2.3071	-2.01855
MYO1E	4.61361	4.32481	4.00935	5.79167	5.66716	5.73733
MYO3B	-0.824871	-0.350374	0.0497863	-2.06101	-2.11844	-2.43173
MYO9B	2.71992	2.55935	2.69553	4.1042	4.2162	4.3014
MYOF	5.38044	5.58597	5.56811	6.40996	6.54799	6.74732
MYOM1	-4.1566	-2.78833	-4.29506	-0.254259	-0.432857	-0.534987
MYOM2	-6.66854	-4.09168	-6.69152	-0.520845	-0.198555	-0.649478
MYOSLID-AS1	-2.60975	-2.71096	-1.63273	-0.17689	0.182171	0.377611
MYPN	-2.35735	-2.233	-1.91084	0.868317	1.36057	1.70684
MYRF	1.47394	0.850242	0.955723	-5.43694	-4.4612	-4.18776
MYZAP	5.20494	5.03656	4.78221	3.38739	3.42379	3.15563
MZF1-AS1	-0.543338	-0.892711	-0.659922	2.27402	2.29771	2.16618
N4BP2	0.878963	0.896703	0.881336	2.5374	2.12477	2.48709
N4BP2L2-IT2	-4.17471	-3.73536	-4.4872	-2.233	-2.11976	-2.4382
NAA30	2.48894	2.57294	2.32253	3.58535	3.41297	3.6369
NAA38	2.70854	2.72922	2.80411	4.36422	4.37526	4.00046
NAA40	1.32809	1.81989	1.71348	3.09232	3.15075	3.10232
NAAA	2.29658	2.38671	2.47272	-0.020858	-0.134763	0.365238
NAALADL2	-4.31619	-3.4763	-3.07614	1.7398	1.67107	2.2847
NACC1	3.84277	3.58145	4.01162	4.83628	5.01451	4.84973
NACC2	1.06814	1.48699	1.46754	3.67561	3.68442	3.88655
NADK	3.02997	3.06814	3.16724	4.52631	4.73678	4.51123
NADSYN1	4.14164	4.22343	4.4883	5.22544	5.35009	5.48585
NAGPA	1.55514	1.80731	1.77393	2.71323	2.90805	2.90806
NALT1	-1.14935	-2.08707	-2.17234	3.58267	3.70607	3.72813
NANP	0.635443	0.793253	0.48693	2.45962	2.2992	2.13545
NAP1L5	1.09188	1.61563	0.941786	-1.51588	-1.72571	-1.53973
NAPA-AS1	-1.15111	-1.45878	-1.43713	1.1505	1.40634	1.28299
NAPEPLD	-0.0746535	0.676329	0.479739	2.14382	1.89369	2.02832
NAPG	2.64799	2.68457	2.64713	4.14437	4.09389	3.96173
NARF	2.26252	2.42661	2.37766	4.07847	4.13469	3.92033
NAT1	-0.0614334	0.596562	0.263507	2.53077	2.43221	2.11698
NAT14	0.909232	1.47202	0.574789	3.08913	3.49362	2.82937
NATD1	2.29544	2.27777	2.63861	4.05037	4.17863	4.21704
NAV2	3.75783	3.96422	3.50921	-0.198416	0.0725056	0.642802
NAV3	0.792363	0.433956	1.114	-2.57874	-2.52706	-2.30717
NAXD	2.94762	3.1943	3.12691	4.60013	4.73019	4.57045
NBEAL2	5.1047	4.8481	5.3395	3.78466	3.99908	4.05205
NBPF18P	-4.35007	-5.76607	-4.37305	0.862315	0.643483	1.27472
NBR1	4.77012	4.95059	4.68081	5.86512	5.73451	5.81503
NBR2	-0.62946	-0.319771	-0.536359	1.25179	1.10909	0.973996
NCALD	-1.87549	-1.60529	-1.49886	-4.52078	-4.37512	-3.61264
NCAPG	0.254392	0.440142	0.809342	-2.44496	-2.80284	-1.75235
NCAPH	-1.10358	-0.958727	-0.443748	-4.32673	-3.46648	-3.39657
NCAPH2	2.43001	2.5579	2.76074	3.50025	3.74789	3.61196
NCBP2	3.84166	4.11104	3.86906	5.34471	5.26824	5.10491
NCBP2AS2	1.98589	2.27895	2.19117	3.59562	3.83439	3.19131
