ProbeID	Name	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
NUB1	NUB1: 	5.47258	3.4704	5.1795	5.35445	2.95035	3.19689
NUBPL	NUBPL: 	1.9936	0.878966	1.98865	2.13844	0.706868	0.625148
NUCB1	NUCB1: 	6.67053	5.41661	6.42831	6.68519	5.37064	5.36203
NUCKS1	NUCKS1: 	4.98167	3.90196	4.72744	4.7882	3.51657	3.51304
NUDCD1	NUDCD1: 	2.41041	1.59473	2.26968	2.50722	1.10735	1.13833
NUDT11	NUDT11: 	-3.51666	-0.21534	-3.93045	-2.80396	-0.531396	-0.514795
NUDT13	NUDT13: 	0.669643	-1.87911	0.121997	0.0964826	-1.61222	-2.73608
NUDT14	NUDT14: 	0.508401	2.03632	0.668077	0.484134	2.30793	2.05228
NUDT17	NUDT17: 	0.930476	-1.03259	1.05017	0.542469	-1.67962	-1.70032
NUDT18	NUDT18: 	3.10968	1.81006	3.0376	3.45605	1.91794	1.71649
NUDT2	NUDT2: 	4.20717	2.72068	3.8734	4.18373	2.71325	2.56258
NUDT5	NUDT5: 	4.76534	3.46139	4.48439	4.76651	3.39564	3.39499
NUDT6	NUDT6: 	1.18219	-1.27374	0.626954	0.42526	-1.05392	-0.881449
NUDT8	NUDT8: 	-1.44122	1.34609	-0.60125	-0.773606	2.30977	1.48821
NUF2	NUF2: 	-2.32135	-0.156282	-2.29904	-2.14768	0.33134	-0.674248
NUFIP2	NUFIP2: 	4.63316	3.64868	4.60734	4.38897	3.31459	3.59969
NUMBL	NUMBL: 	1.72263	0.6413	2.28951	1.96551	0.486144	0.856566
NUP107	NUP107: 	2.58679	1.21648	2.53317	2.45976	1.14827	0.911757
NUP133	NUP133: 	3.92656	2.8248	3.95874	3.84232	2.65286	2.61147
NUP155	NUP155: 	2.50045	1.36907	2.42948	2.38294	0.970257	1.07751
NUP42	NUP42: 	3.73734	2.5269	3.61978	3.70243	2.13906	2.18589
NUP43	NUP43: 	3.24693	2.11698	3.1431	3.09372	1.71217	1.78981
NUP54	NUP54: 	4.32622	3.08633	4.04587	4.26507	2.96651	2.84621
NUP58	NUP58: 	4.34762	3.34705	4.24775	4.24629	2.94123	3.12756
NUP62	NUP62: 	4.43085	3.07457	4.48267	4.44505	3.26032	2.84661
NUPR1	NUPR1: 	-1.12528	3.65745	-1.04783	-1.20505	2.64288	3.43654
NUSAP1	NUSAP1: 	0.409117	1.68003	0.192126	0.532406	2.34017	1.60158
NUTM1	NUTM1: 	-4.0446	-6.83646	-3.33286	-3.4839	-6.4363	-7.41332
NUTM2A	NUTM2A: 	1.56627	0.0325298	1.8836	1.58078	-0.449707	-0.538569
NUTM2B	NUTM2B: 	0.565056	-1.89787	0.803444	0.520971	-2.94631	-2.43163
NVL	NVL: 	3.31026	2.39538	3.21674	3.17129	2.16372	1.86433
NWD1	NWD1: 	-1.60845	-4.06426	-1.26647	-1.50276	-4.01203	-4.12655
NXF1	NXF1: 	5.49724	3.65697	5.67537	5.54749	3.88568	3.25168
NXPH3	NXPH3: 	-7.92481	-3.67229	-8.3386	-7.36412	-3.68717	-3.58618
NXT2	NXT2: 	2.44112	1.49072	2.2911	2.2943	1.09599	1.01695
OARD1	OARD1: 	2.90851	1.56302	2.65914	2.76683	1.06468	1.08585
OAT	OAT: 	5.72323	4.38943	5.36346	5.7829	4.13853	3.91372
OAZ1	OAZ1: 	8.72162	7.76303	8.66604	8.85607	7.63761	7.68358
OAZ3	OAZ3: 	1.13045	-1.41513	1.26537	0.852495	-1.42366	-1.67844
OBI1	OBI1: 	2.86849	1.59224	2.81504	2.58223	1.38093	1.2884
OBSCN	OBSCN: 	-4.9933	-1.10983	-4.55364	-4.50855	-0.723574	-0.974446
OBSL1	OBSL1: 	-1.17664	1.47659	-0.654089	-1.03444	1.26799	1.13498
OCIAD1	OCIAD1: 	6.76817	5.32583	6.46677	6.60022	4.95079	5.02939
OCIAD1-AS1	OCIAD1-AS1: 	0.945807	-1.0387	1.74501	0.953961	-1.12397	-0.837957
OCIAD2	OCIAD2: 	5.9842	4.39584	5.63555	6.12987	4.67431	4.62269
OCLN	OCLN: 	4.46068	3.37952	4.34035	4.27688	2.88702	3.18362
OCLNP1	OCLNP1: 	4.9174	3.75412	4.85122	4.69265	3.18598	3.58999
ODR4	ODR4: 	3.48875	2.67529	3.60768	3.24703	2.26914	2.24103
OFD1	OFD1: 	3.61471	2.42443	3.79427	3.41003	2.57225	2.48182
OGFOD1	OGFOD1: 	3.8279	2.65066	3.68072	3.69622	2.48593	2.29502
OGFOD2	OGFOD2: 	2.69472	1.2359	2.98209	2.96114	1.65222	1.42578
OGFR	OGFR: 	5.06372	2.80744	5.25121	5.4227	3.45775	3.53513
OIP5	OIP5: 	-1.74069	0.386305	-2.06702	-2.59504	0.414493	-0.065026
OLFM2	OLFM2: 	-2.16242	1.87641	-2.45591	-2.42484	1.84935	1.56964
OLFML2A	OLFML2A: 	1.14196	2.40928	1.61213	1.32503	2.81971	2.76463
OLMALINC	OLMALINC: 	1.70134	-0.258179	1.34852	1.51814	0.350565	-0.00496437
OMA1	OMA1: 	3.83256	2.67855	3.56913	3.65167	2.09418	2.13899
OPHN1	OPHN1: 	1.61211	-0.261287	1.72495	1.64437	-0.844451	-1.0845
OPN3	OPN3: 	4.93063	1.75276	5.1498	4.84256	2.35795	1.77193
OR10H1	OR10H1: 	0.904137	-3.61416	1.49661	1.36829	-2.72858	-3.92799
OR2A4	OR2A4: 	1.40704	-0.669009	1.49131	1.15958	-0.821863	-0.528734
OR2A7	OR2A7: 	0.170189	-2.30365	-0.347833	-0.108448	-2.97817	-1.86829
OR2A9P	OR2A9P: 	0.0680591	-2.14109	0.534689	0.220635	-1.15436	-1.8374
ORAI1	ORAI1: 	0.692345	2.17705	0.586678	0.469532	2.14386	2.23371
ORC2	ORC2: 	2.29763	1.54922	2.41316	2.27053	1.24469	1.09851
ORC3	ORC3: 	4.3047	2.68824	4.11755	4.23447	2.07072	2.16316
ORC4	ORC4: 	2.8597	1.77232	2.79453	2.84495	1.33569	1.58049
ORMDL3	ORMDL3: 	4.75897	3.16787	4.55401	4.78495	3.07567	2.98702
OS9	OS9: 	7.15895	5.40577	6.84777	7.17094	5.36748	5.139
OSBPL3	OSBPL3: 	5.31435	2.60874	5.33461	5.09712	2.93156	2.96794
OSBPL5	OSBPL5: 	-1.23163	1.00729	-1.02698	-1.03932	1.48401	0.77542
OSBPL6	OSBPL6: 	-1.45752	0.0317078	-1.03548	-1.24627	-0.292502	-0.219431
OSCP1	OSCP1: 	2.95345	1.42546	2.81617	3.0991	0.990365	1.37014
OSGEP	OSGEP: 	3.09883	1.82055	2.93255	3.12397	1.40574	1.22843
OSGEPL1	OSGEPL1: 	1.3893	0.387783	1.20913	1.28091	-0.0511223	-0.253207
OSGIN2	OSGIN2: 	3.71384	2.22035	3.45712	3.52122	1.25159	1.16236
OSR2	OSR2: 	3.34258	-0.429326	3.47353	3.53739	0.475305	-0.323926
OTUB2	OTUB2: 	2.55806	4.64988	2.23776	2.60975	3.78131	4.28972
OTUD3	OTUD3: 	1.80542	0.345991	2.40765	1.91999	0.312869	-0.0763097
OTUD4	OTUD4: 	4.07539	2.72467	4.05906	3.93512	2.42455	2.50104
OTUD6B	OTUD6B: 	2.58835	1.44225	2.40177	2.33538	1.1814	0.85049
OTUD7B	OTUD7B: 	2.98313	1.38028	2.89561	2.7923	1.26774	1.39973
OVCH2	OVCH2: 	-3.39587	0.525455	-3.18817	-3.53561	0.430846	0.403787
OVGP1	OVGP1: 	1.23746	-0.925047	1.54379	1.18063	-1.18024	-1.12164
OVOL1	OVOL1: 	5.04244	6.17509	5.08895	5.14176	6.12834	6.65122
OVOL2	OVOL2: 	0.385778	1.62929	0.614224	0.647949	1.43995	1.75182
OXA1L	OXA1L: 	4.74047	3.61594	4.81465	4.83254	3.45253	3.46753
OXCT1	OXCT1: 	0.687198	3.262	0.705036	0.668057	3.05824	2.65051
OXLD1	OXLD1: 	3.15262	1.98693	3.07408	3.58082	2.32624	1.94156
OXR1	OXR1: 	4.98845	3.69455	5.00011	4.76641	3.67284	3.74417
OXTR	OXTR: 	-3.24025	-5.965	-2.76095	-2.61244	-4.75749	-5.54186
P2RX5-TAX1BP3	P2RX5-TAX1BP3: 	-1.43858	-2.97381	-1.47811	-1.12671	-3.13573	-3.12809
P2RY1	P2RY1: 	-4.28507	1.48653	-3.86236	-3.53173	1.1225	0.627636
P2RY11	P2RY11: 	0.587657	-15.8365	2.03441	1.17671	-10.9066	-13.4464
P3H1	P3H1: 	2.57063	1.21267	2.59075	2.75082	1.41175	0.828451
P4HA1	P4HA1: 	4.22258	2.05006	3.80758	4.13398	2.51463	2.36513
P4HTM	P4HTM: 	5.51523	1.81717	5.24077	5.62921	1.4891	1.45092
PABPC1	PABPC1: 	6.82656	8.64359	7.04255	6.70083	8.91605	9.15579
PABPC3	PABPC3: 	-1.21091	1.4259	-0.991072	-1.43537	0.940015	0.971067
PABPC4L	PABPC4L: 	-6.76844	-4.29352	-6.59727	-6.20774	-4.00028	-3.77084
PABPN1	PABPN1: 	5.1911	3.83835	5.18864	5.35708	3.9709	3.49024
PACRGL	PACRGL: 	1.26447	-0.0434647	1.02435	1.1819	-0.278581	-0.135993
PACSIN2	PACSIN2: 	5.06657	3.6106	5.16415	5.21723	2.9587	2.97025
PADI1	PADI1: 	1.45135	3.62737	1.87139	1.94719	4.07467	4.5468
PAFAH1B2	PAFAH1B2: 	4.28644	2.89665	4.24088	4.18385	2.65065	2.59147
PAG1	PAG1: 	-3.61241	1.10758	-3.41615	-3.05172	-0.417577	-0.072667
PAGR1	PAGR1: 	3.10053	1.01219	3.08637	3.1296	1.56327	1.06768
PAICS	PAICS: 	1.27072	2.51061	1.51301	1.47544	2.4172	2.40797
PAK2	PAK2: 	4.94207	3.95375	4.96585	4.76594	3.74771	3.75169
PALB2	PALB2: 	3.14988	2.11231	3.05219	3.11432	1.93817	2.00375
PALD1	PALD1: 	-6.05482	-0.264857	-4.88365	-3.90916	0.334832	0.0582541
PALM2AKAP2	PALM2AKAP2: 	-0.989285	2.76642	-0.354759	-0.265227	1.46944	2.26919
PALMD	PALMD: 	-2.19839	3.21309	-1.51702	-1.70481	3.64711	3.23379
PAM	PAM: 	5.1598	4.21889	5.14201	5.20475	3.96123	4.08281
PAN2	PAN2: 	2.67931	1.46312	2.97004	2.6192	0.909854	0.559065
PAN3	PAN3: 	3.13948	2.2055	3.25629	3.08036	1.81511	2.02065
PANK1	PANK1: 	-0.282609	1.68759	-0.486952	-0.512464	1.70992	1.46988
PANK2	PANK2: 	2.44104	1.52602	2.59068	2.44866	1.32459	1.25199
PANX1	PANX1: 	4.51602	2.67913	4.46894	4.49022	2.76098	2.56998
PAPOLG	PAPOLG: 	2.17547	0.88463	2.1732	1.99652	0.533434	0.717918
PAPPA	PAPPA: 	2.38744	-1.83627	2.64215	2.0499	-1.61299	-1.69403
PAPPA-AS1	PAPPA-AS1: 	1.12861	-2.0759	1.11133	0.541811	-1.96171	-2.09728
PAQR5	PAQR5: 	-5.21726	1.5145	-5.69054	-3.48218	1.55432	1.08226
PAQR6	PAQR6: 	1.96669	0.15874	2.14965	2.02695	0.786926	0.119976
PAQR7	PAQR7: 	4.26017	5.75438	4.43518	4.4656	5.48252	5.54579
PARD6G	PARD6G: 	1.09374	3.27519	0.815971	1.02603	3.3654	3.30836
PARGP1-AGAP4	PARGP1-AGAP4: 	0.7503	-0.861863	1.04402	0.568813	-1.22319	-1.55329
PARM1	PARM1: 	0.759522	-4.63312	0.69954	0.783575	-4.69239	-6.08444
PARN	PARN: 	3.71114	2.85465	3.74439	3.73216	2.63788	2.48613
PARP10	PARP10: 	3.29694	1.25867	3.17349	3.37594	1.56755	1.14485
PARP12	PARP12: 	4.30535	2.57563	4.00116	4.17812	2.69053	2.24555
PARP14	PARP14: 	4.67857	1.6682	4.52332	4.37793	1.85388	1.45511
PARP2	PARP2: 	3.01521	2.20824	3.08529	2.99422	1.88152	1.90952
PARP8	PARP8: 	1.70575	-0.16524	1.56998	1.83072	-0.111967	-0.348152
PARP9	PARP9: 	4.42884	1.41918	4.02707	4.24202	1.46097	0.765292
PARS2	PARS2: 	1.55746	0.234616	1.59081	1.63081	0.0545807	0.301994
PART1	PART1: 	-4.51287	-1.45298	-4.2386	-3.87417	-1.13125	-1.55866
PASK	PASK: 	1.22646	-0.277566	1.46622	1.30955	0.0367421	-0.415509
PAXBP1	PAXBP1: 	3.51184	2.07354	3.90153	3.47595	2.1128	1.74004
PAXBP1-AS1	PAXBP1-AS1: 	-0.59413	-2.65928	-0.805732	-0.605687	-2.95427	-3.00168
PAXIP1-AS1	PAXIP1-AS1: 	0.98157	-0.973497	0.781648	1.32606	-0.965657	-1.13532
PBK	PBK: 	-2.63684	0.559104	-2.58115	-1.96923	0.66118	-0.117293
PBLD	PBLD: 	2.23723	-0.0812678	2.11688	2.15987	-0.273704	-0.591014
PBX1	PBX1: 	3.5804	2.10524	3.84655	3.37237	1.95477	1.71366
PBX2	PBX2: 	3.02237	3.91867	2.60858	2.77667	3.96607	3.98071
PBXIP1	PBXIP1: 	6.15173	3.81712	6.04344	6.11545	3.67306	3.43627
PC	PC: 	0.163269	2.24754	0.648744	0.483567	2.15168	1.84118
PCBD2	PCBD2: 	2.0847	0.634567	1.99416	2.24139	0.273511	0.379635
PCBP1-AS1	PCBP1-AS1: 	2.43451	-0.42213	2.60568	2.55057	-1.19562	-1.24135
PCBP4	PCBP4: 	1.64925	3.54727	1.65755	1.87141	2.83896	3.10095
PCDH12	PCDH12: 	-1.39426	-2.89662	-0.862501	-1.35964	-3.22345	-3.88852
PCDH7	PCDH7: 	-1.70064	1.37153	-1.17583	-1.09443	1.70191	0.937555
PCDHB13	PCDHB13: 	-1.45335	-3.45366	-1.33038	-1.72135	-4.23612	-3.99924
PCDHB8	PCDHB8: 	-2.12049	-4.41845	-1.72829	-1.73386	-5.72608	-4.6993
PCDHGA10	PCDHGA10: 	1.43339	-0.166218	1.06539	1.08701	0.246928	0.170923
PCDHGA11	PCDHGA11: 	0.713893	-0.808174	0.51845	0.671488	-1.29803	-1.0889
PCDHGB4	PCDHGB4: 	0.749981	-0.727129	0.97367	0.57529	-0.495945	-0.582323
PCDHGB5	PCDHGB5: 	1.94662	0.504536	2.33539	2.32732	0.653298	-0.234572
PCDHGB7	PCDHGB7: 	1.64567	0.138168	1.54201	1.81389	0.453496	-0.0784091
PCGF2	PCGF2: 	2.55442	1.51413	2.61753	2.39659	1.2847	1.38875
PCGF5	PCGF5: 	2.45659	0.618899	2.40928	2.22359	-0.232079	-0.404649
PCK2	PCK2: 	-0.00436126	4.07171	-0.529184	0.325006	3.22734	4.2299
PCM1	PCM1: 	4.25128	3.02938	4.27147	4.03654	2.58925	2.77772
PCMTD1	PCMTD1: 	5.43571	3.75379	5.48875	5.093	3.54398	3.53622
PCNA	PCNA: 	8.52837	4.47011	8.15218	8.41488	4.40452	4.01678
PCNX3	PCNX3: 	4.04811	2.84565	4.27951	4.18545	3.16621	2.96512
PCSK5	PCSK5: 	3.26519	1.41734	3.7427	3.17019	1.16047	1.45032
PCSK6	PCSK6: 	-0.686504	3.56838	0.00634424	-0.193938	3.54125	3.58579
PCSK9	PCSK9: 	-2.72473	1.59819	-2.25882	-2.16404	3.12329	1.64395
PDCD2	PDCD2: 	3.66155	2.56261	3.55099	3.7212	2.64628	2.36482
PDCD4-AS1	PDCD4-AS1: 	2.02588	-0.970874	2.06819	2.08644	-1.47118	-2.77013
PDCL	PDCL: 	3.40337	2.42734	3.08849	3.33023	1.99379	1.88275
PDE12	PDE12: 	2.75207	1.83452	2.65266	2.72759	1.53626	1.74929
PDE4C	PDE4C: 	-0.561564	-5.16701	-0.715293	-0.585829	-5.12384	-4.74388
PDE6D	PDE6D: 	3.77216	2.13932	3.57742	3.78701	1.7779	2.01661
PDE8A	PDE8A: 	3.96353	1.97979	3.87851	3.90334	2.08305	2.04463
PDE9A	PDE9A: 	-6.66522	-1.02037	-6.07901	-6.10452	-2.79014	-2.32658
PDF	PDF: 	1.57906	0.771891	1.69172	1.80222	0.160381	0.254098
PDGFB	PDGFB: 	1.64545	-0.84149	2.12799	1.93747	-0.672112	-0.5634
PDHX	PDHX: 	4.03092	3.04897	3.82481	3.97818	2.78003	2.84151
PDIA3	PDIA3: 	7.27982	5.65716	6.81469	7.17539	6.10182	5.55401
PDIA6	PDIA6: 	6.54911	5.14136	6.15351	6.56777	5.40941	4.94161
PDK1	PDK1: 	-4.11678	-1.22547	-3.71241	-3.75962	-1.04432	-1.10408
PDK2	PDK2: 	3.32224	1.43017	3.38151	3.4889	1.43571	0.910633
PDK3	PDK3: 	-3.21973	0.050944	-3.10483	-3.54538	-0.615139	-0.683635
PDLIM2	PDLIM2: 	-0.502101	2.17851	-0.280767	0.342964	2.67612	2.69444
PDLIM5	PDLIM5: 	5.93954	4.09028	5.97574	5.67457	3.95538	4.24532
PDP1	PDP1: 	4.67504	2.484	4.48244	4.55998	1.99232	2.25815
PDPK1	PDPK1: 	4.90663	3.31066	4.97985	4.86121	3.19184	3.22623
PDPR	PDPR: 	2.70224	1.11913	2.73652	2.5398	0.585236	0.293902
PDRG1	PDRG1: 	4.20736	3.21372	4.07735	4.43316	3.07976	2.87687
PDS5B	PDS5B: 	3.18362	1.49093	3.21945	3.07671	0.837123	0.831012
PDXDC1	PDXDC1: 	5.193	3.98904	5.09098	5.14847	3.93724	3.92392
PDZD2	PDZD2: 	-0.995685	3.38507	-0.0853294	-0.233356	2.50294	2.915
PDZD7	PDZD7: 	-1.90076	-3.64979	-1.89102	-2.48044	-3.80262	-3.89745
PEAR1	PEAR1: 	-2.6798	-0.77519	-2.34023	-2.3904	-0.163928	-0.950191
PEG13	PEG13: 	-5.93122	-2.28638	-5.76005	-5.0486	-2.37164	-2.4482
PER2	PER2: 	2.75019	1.44622	2.99087	2.55803	0.804642	1.10626
PERM1	PERM1: 	-2.62936	-0.804219	-3.04032	-3.80585	-0.814259	-1.16945
PEX1	PEX1: 	3.76712	2.6358	3.7538	3.44631	2.44954	2.33545
PEX10	PEX10: 	2.83106	1.57673	2.94032	2.99289	1.98095	1.76953
PEX11A	PEX11A: 	2.13898	1.08072	1.89885	2.34309	1.15548	1.01936
PEX13	PEX13: 	4.63228	3.11124	4.41207	4.35439	3.14951	3.18739
PEX3	PEX3: 	2.45312	3.29184	2.12952	2.20257	3.3935	3.16165
PEX6	PEX6: 	4.27175	3.17734	4.30871	4.32277	3.32391	3.07353
PFDN1	PFDN1: 	5.62583	4.58282	5.33412	5.54854	4.39221	4.40016
PFDN2	PFDN2: 	5.89642	4.67304	5.71475	6.04986	4.66681	4.67592
PFDN4	PFDN4: 	4.45492	2.5486	4.27039	4.52051	2.46333	2.40688
PFKFB1	PFKFB1: 	-0.463917	-2.88381	-0.23725	-0.598367	-3.31373	-3.46067
PFN4	PFN4: 	-1.10586	-4.24564	-0.712291	-0.54516	-2.84549	-3.50058
PGAP2	PGAP2: 	2.00868	3.22795	2.06453	2.12012	3.39042	3.10781
PGAP3	PGAP3: 	3.77498	2.33681	3.69836	3.73165	2.26584	2.12962
PGAP4	PGAP4: 	-2.02259	2.04552	-1.75831	-1.32439	2.25926	2.02418
PGAP6	PGAP6: 	3.70562	1.993	3.6934	4.03332	2.51975	2.47822
PGBD2	PGBD2: 	1.73768	0.756322	1.96185	1.71709	0.494475	-0.00496532
PGBD4	PGBD4: 	0.742511	-0.998936	0.745267	0.746636	-1.56707	-1.33973
PGBD5	PGBD5: 	-2.59772	1.68606	-1.8131	-1.72252	0.662359	0.527255
PGD	PGD: 	4.28664	6.33857	4.23563	4.28601	6.50424	6.55955
PGF	PGF: 	6.01894	1.36431	5.73571	6.16682	1.87331	1.79282
PGLYRP2	PGLYRP2: 	-6.89864	1.03571	-7.31243	-4.33794	0.684787	0.871547
PGLYRP3	PGLYRP3: 	1.67463	5.61844	2.05542	1.32174	5.50841	5.70915
PGLYRP4	PGLYRP4: 	1.91011	4.84263	2.48376	2.04181	5.36578	5.09171
PGM1	PGM1: 	-0.190442	2.73869	0.599455	-0.0847519	2.77626	2.77689
PGP	PGP: 	2.45343	1.31364	2.37803	2.62012	1.66233	1.15013
PGRMC1	PGRMC1: 	6.2779	4.66399	6.13109	6.15223	4.4143	4.51544
PGS1	PGS1: 	3.74352	2.24002	3.8159	3.85192	1.89365	1.48005
PHAX	PHAX: 	4.67193	3.62353	4.58095	4.59601	3.25684	3.34906
PHC2	PHC2: 	4.06931	2.97434	3.97872	4.09871	2.65303	2.34072
PHETA2	PHETA2: 	-0.166585	1.169	0.00458757	-0.239762	1.49675	1.48212
PHF11	PHF11: 	4.07354	2.01609	3.69777	3.93177	2.07545	2.26905
PHF12	PHF12: 	2.31853	1.26177	2.51171	2.20374	0.708153	0.589459
PHF3	PHF3: 	2.54078	1.18488	2.51619	2.25505	0.679329	0.901309
PHF8	PHF8: 	3.54342	1.92773	3.76357	3.44165	1.89631	1.74483
PHGDH	PHGDH: 	0.204195	5.48171	1.31194	0.701464	5.20443	5.28273
PHKA1	PHKA1: 	3.94351	1.26165	3.89991	3.75258	1.24969	1.18346
PHKB	PHKB: 	4.25303	3.16914	4.21611	4.25848	2.95695	3.04031
PHKG2	PHKG2: 	2.84267	1.27678	2.90341	3.06195	1.69253	1.17865
PHLPP1	PHLPP1: 	3.03204	1.78688	3.3337	2.94528	1.75566	1.77206
PHPT1	PHPT1: 	5.5662	4.41127	5.22136	5.81228	4.4774	4.53123
PI3	PI3: 	8.71589	12.7634	7.65357	8.19562	13.6342	13.4068
PIAS3	PIAS3: 	3.17722	4.41266	3.72615	3.22728	4.6005	4.47212
PIBF1	PIBF1: 	3.53888	1.85681	3.37486	3.31568	1.4599	1.67653
PICART1	PICART1: 	-1.49046	-4.52333	-1.18965	-1.26097	-3.24871	-3.68516
PIDD1	PIDD1: 	3.53175	0.0390081	4.15327	3.78205	1.10531	0.554177
PIEZO1	PIEZO1: 	5.57752	4.00639	6.19952	5.97529	4.61805	4.33812
PIGA	PIGA: 	3.39311	2.18153	3.12095	3.14536	2.37611	2.06877
PIGK	PIGK: 	3.953	2.04912	3.76053	3.89199	1.27028	1.20894
PIGL	PIGL: 	1.82078	1.04621	2.00411	1.94925	0.75831	0.57484
PIGP	PIGP: 	4.2756	2.57012	3.97281	4.30013	2.07259	2.1252
PIGQ	PIGQ: 	4.9437	2.24257	5.05119	5.29557	2.89321	2.74941
PIGS	PIGS: 	5.69402	3.85832	5.51891	5.76975	4.03054	3.93643
PIGT	PIGT: 	6.05476	4.3167	5.88569	6.09183	4.27559	4.05509
PIGV	PIGV: 	3.65735	1.67782	3.78584	3.79615	1.28387	1.28235
PIH1D1	PIH1D1: 	5.53858	3.60248	5.58656	5.65986	3.78055	3.51001
PIH1D2	PIH1D2: 	1.04634	-0.37773	0.77007	1.04411	-0.622182	-0.492979
PIK3C2A	PIK3C2A: 	4.60781	3.70953	4.51448	4.35788	3.15483	3.5083
PIK3C2B	PIK3C2B: 	2.20865	4.27462	2.46007	2.38094	3.80689	4.02059
PIK3C3	PIK3C3: 	2.92727	1.9054	2.7587	2.83997	1.55904	1.61072
PIK3R4	PIK3R4: 	3.53364	2.48627	3.5657	3.36995	2.36281	2.40597
PIKFYVE	PIKFYVE: 	3.20959	2.26133	3.29898	3.14862	1.69029	1.75216
PILRA	PILRA: 	2.20054	0.201765	2.94487	2.20211	0.645123	-0.403772
PIM1	PIM1: 	4.73637	5.99459	4.81401	4.83769	5.93476	6.55428
PIM3	PIM3: 	5.37548	3.68924	5.30374	5.70048	4.03465	4.29989
PINK1	PINK1: 	6.7009	5.60513	6.8714	6.9208	5.60984	5.73235
PINK1-AS	PINK1-AS: 	3.73696	0.696815	4.04749	3.84939	0.743276	0.413382
PIP4K2C	PIP4K2C: 	5.53643	3.69251	5.39019	5.55991	3.84705	3.67807
PIP4P1	PIP4P1: 	4.71795	3.35921	4.65647	4.84797	3.43149	3.4315
PIP5K1C	PIP5K1C: 	3.46228	1.48599	3.72654	3.53376	1.96627	1.81103
PIR	PIR: 	0.912125	2.87885	1.11141	1.75092	2.78419	3.01187
PITPNC1	PITPNC1: 	3.01164	1.72212	3.04346	2.90785	1.58939	1.92917
PITPNM2	PITPNM2: 	2.72113	0.32311	3.1034	2.93786	0.943474	0.746244
PITPNM3	PITPNM3: 	-1.06553	2.91757	-0.412902	0.0410871	3.1209	3.04183
PJA1	PJA1: 	4.18786	3.08877	4.0752	4.33393	2.95309	3.01733
PKD1L2	PKD1L2: 	-1.43064	-4.34803	-1.05593	-1.2139	-4.08538	-4.2144
PKN2	PKN2: 	5.71015	3.61807	5.68417	5.42051	3.76097	3.78933
PKNOX1	PKNOX1: 	3.25082	1.24292	2.93876	3.10007	1.24054	0.929096
PKP1	PKP1: 	6.81438	8.50402	6.90423	6.79703	8.6436	8.70799
PKP3	PKP3: 	5.61425	7.20736	5.68705	5.90451	7.45168	7.48625
PLA2G10	PLA2G10: 	1.95006	-2.46984	2.05761	2.45891	-1.69117	-2.36863
PLA2G15	PLA2G15: 	3.74903	2.21007	3.60331	3.87086	1.99413	1.83327
PLA2G2F	PLA2G2F: 	-0.0589732	3.29025	-0.460052	0.551908	3.69736	3.83269
PLA2G3	PLA2G3: 	-5.81353	3.01517	-5.64235	-6.25283	3.64759	3.08131
PLA2G4A	PLA2G4A: 	-0.216748	3.3229	-0.169904	0.383118	3.90216	3.44339
PLA2G4B	PLA2G4B: 	1.38597	5.74051	1.83489	1.81201	5.90336	6.19919
PLA2G4D	PLA2G4D: 	-2.00434	6.15778	-0.953005	-1.64528	6.08949	6.52733
PLA2G4E	PLA2G4E: 	-2.23622	5.91307	-1.84059	-1.27305	6.07823	6.10386
PLA2G4E-AS1	PLA2G4E-AS1: 	-5.11496	0.772639	-6.1003	-3.61071	1.5426	0.591877
PLA2G4F	PLA2G4F: 	0.453601	4.41871	0.721691	0.731066	4.67297	4.36998
PLA2R1	PLA2R1: 	-2.42211	1.55511	-1.93212	-2.24576	1.63394	1.56458
PLAAT3	PLAAT3: 	1.60599	0.546838	2.05469	1.84861	0.501857	0.215889
PLAG1	PLAG1: 	1.81903	0.325382	2.09891	1.65649	0.0247383	0.41133
PLAGL1	PLAGL1: 	-1.64397	1.00753	-1.47889	-2.10165	1.01768	0.386131
PLAUR	PLAUR: 	5.20596	1.05982	4.62968	5.1972	2.06388	2.47978
PLBD1	PLBD1: 	3.72341	5.57628	3.8278	2.59777	5.7222	5.87805
PLBD1-AS1	PLBD1-AS1: 	-3.66399	1.08149	-2.75585	-4.10329	0.7102	0.847679
PLBD2	PLBD2: 	3.62552	2.55366	3.68974	3.70889	2.90206	2.39376
PLCD1	PLCD1: 	3.47005	5.35667	3.90722	3.56524	5.65886	5.60777
PLCG1	PLCG1: 	1.57005	3.47849	2.01494	1.58258	3.45889	2.94123
PLCXD1	PLCXD1: 	1.13652	4.72748	1.38206	1.51795	4.32352	4.78631
PLD2	PLD2: 	3.10438	4.97049	3.17971	3.16379	5.40459	5.13705
PLD6	PLD6: 	1.1471	-0.707437	1.12479	1.23516	-0.466757	-0.779824
PLEKHA2	PLEKHA2: 	1.88424	3.72517	1.79792	1.83608	3.38486	3.78672
PLEKHA3	PLEKHA3: 	1.24757	-0.997577	1.05978	1.21824	-1.45611	-1.57064
PLEKHA4	PLEKHA4: 	-1.80674	0.420258	-1.16467	-1.40651	0.883422	0.918682
PLEKHA7	PLEKHA7: 	4.28059	1.79822	4.61482	4.1471	2.41189	2.08747
PLEKHB2	PLEKHB2: 	5.94792	4.62207	6.07831	5.97074	4.45905	4.55848
