ProbeID	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
MAPKAPK3	9.0	55.0	11.0	12.0	45.0	51.0
MAPKAPK5	2.0	1.0	2.0	2.0	1.0	1.0
MARCHF3	0.0	12.0	2.0	1.0	7.0	9.0
MARCHF6	20.0	9.0	23.0	20.0	7.0	7.0
MARCKSL1	147.0	34.0	132.0	138.0	15.0	11.0
MARF1	14.0	6.0	14.0	13.0	5.0	6.0
MARK4	3.0	8.0	4.0	4.0	10.0	11.0
MARVELD2	27.0	4.0	26.0	25.0	3.0	4.0
MARVELD3	16.0	3.0	13.0	15.0	3.0	3.0
MAST2	12.0	3.0	12.0	13.0	3.0	2.0
MAST3	0.0	1.0	0.0	0.0	1.0	1.0
MASTL	4.0	2.0	4.0	4.0	2.0	1.0
MAT2B	53.0	17.0	42.0	46.0	14.0	14.0
MATN3	0.0	0.0	0.0	0.0	0.0	0.0
MB	1.0	0.0	1.0	1.0	0.0	0.0
MBD4	15.0	6.0	15.0	14.0	6.0	6.0
MBD6	20.0	7.0	23.0	21.0	9.0	7.0
MBIP	16.0	6.0	15.0	14.0	5.0	6.0
MBNL1-AS1	0.0	0.0	0.0	1.0	0.0	0.0
MBNL2	18.0	9.0	19.0	15.0	8.0	6.0
MBNL3	0.0	1.0	0.0	0.0	1.0	0.0
MBOAT7	20.0	12.0	26.0	24.0	11.0	9.0
MBTPS1	43.0	15.0	41.0	43.0	12.0	11.0
MCAT	7.0	4.0	7.0	8.0	3.0	3.0
MCFD2	65.0	19.0	59.0	55.0	18.0	22.0
MCHR1	0.0	0.0	0.0	0.0	0.0	0.0
MCM4	20.0	5.0	23.0	22.0	7.0	5.0
MCM5	8.0	3.0	9.0	9.0	4.0	2.0
MCM6	0.0	3.0	0.0	0.0	3.0	2.0
MCM7	16.0	9.0	19.0	17.0	9.0	6.0
MCM8	1.0	0.0	1.0	1.0	0.0	0.0
MCM9	3.0	1.0	3.0	3.0	1.0	1.0
MCMBP	27.0	10.0	24.0	25.0	9.0	9.0
MCOLN1	18.0	5.0	17.0	24.0	5.0	4.0
MCPH1	3.0	1.0	3.0	2.0	1.0	1.0
MCRIP1	12.0	4.0	13.0	15.0	5.0	4.0
MCUR1	9.0	22.0	8.0	8.0	16.0	21.0
MDC1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
MDH1	106.0	53.0	92.0	103.0	44.0	41.0
MDM1	1.0	0.0	1.0	1.0	0.0	0.0
MDM2	27.0	8.0	26.0	22.0	6.0	6.0
ME1	2.0	49.0	3.0	3.0	48.0	52.0
ME2	5.0	1.0	4.0	4.0	1.0	1.0
MECOM	0.0	0.0	0.0	0.0	0.0	0.0
MECOM-AS1	0.0	2.0	0.0	0.0	5.0	4.0
MECP2	4.0	2.0	4.0	4.0	1.0	2.0
MED1	18.0	7.0	16.0	16.0	5.0	6.0
MED13	21.0	11.0	20.0	18.0	7.0	9.0
MED13L	19.0	10.0	19.0	17.0	8.0	9.0
MED15	48.0	15.0	58.0	50.0	22.0	21.0
MED17	9.0	4.0	9.0	9.0	3.0	4.0
MED19	18.0	6.0	14.0	17.0	5.0	6.0
MED21	13.0	7.0	13.0	13.0	6.0	5.0
MED23	13.0	5.0	13.0	12.0	5.0	4.0
MED29	29.0	12.0	26.0	30.0	10.0	10.0
MED30	2.0	0.0	1.0	2.0	0.0	0.0
MED4	34.0	11.0	27.0	31.0	10.0	10.0
MED8	6.0	20.0	7.0	7.0	19.0	21.0
MEF2A	10.0	4.0	10.0	9.0	3.0	3.0
MEF2D	12.0	5.0	12.0	12.0	4.0	4.0
MEIG1	0.0	0.0	0.0	1.0	0.0	0.0
MEIOC	0.0	0.0	0.0	0.0	0.0	0.0
MELK	0.0	2.0	0.0	0.0	3.0	2.0
MELTF-AS1	0.0	0.0	0.0	0.0	0.0	0.0
MEP1A	0.0	0.0	0.0	0.0	0.0	0.0
MEPCE	16.0	6.0	15.0	17.0	5.0	6.0
MERTK	1.0	0.0	1.0	1.0	0.0	0.0
MESP2	0.0	0.0	0.0	0.0	0.0	0.0
MEST	1.0	11.0	2.0	1.0	6.0	10.0
MET	22.0	7.0	19.0	19.0	7.0	8.0
METTL15	6.0	2.0	6.0	5.0	2.0	2.0
METTL16	10.0	5.0	9.0	9.0	4.0	4.0
METTL18	8.0	3.0	7.0	8.0	2.0	2.0
METTL21A	2.0	0.0	2.0	2.0	0.0	0.0
METTL27	3.0	0.0	1.0	3.0	0.0	0.0
METTL4	8.0	2.0	7.0	7.0	2.0	2.0
METTL7A	0.0	6.0	0.0	0.0	5.0	1.0
MEX3C	23.0	10.0	23.0	20.0	8.0	9.0
MFAP5	4.0	25.0	4.0	7.0	28.0	25.0
MFN2	55.0	25.0	54.0	56.0	22.0	22.0
MFSD2A	2.0	8.0	2.0	3.0	8.0	6.0
MFSD2B	0.0	0.0	0.0	0.0	0.0	0.0
MFSD9	9.0	3.0	8.0	8.0	3.0	3.0
MGAM	0.0	0.0	0.0	1.0	0.0	0.0
MGAT1	27.0	4.0	26.0	30.0	5.0	4.0
MGAT2	17.0	6.0	17.0	16.0	4.0	4.0
MGAT4B	51.0	19.0	59.0	60.0	25.0	23.0
MGAT4EP	0.0	0.0	1.0	0.0	0.0	0.0
MGAT5	22.0	5.0	19.0	20.0	5.0	4.0
MGLL	14.0	49.0	16.0	17.0	49.0	51.0
MGME1	19.0	6.0	16.0	18.0	4.0	4.0
MGST1	7.0	104.0	11.0	9.0	92.0	101.0
MIA3	8.0	4.0	7.0	6.0	3.0	3.0
MICA	40.0	3.0	27.0	42.0	2.0	2.0
MICAL1	0.0	5.0	0.0	1.0	6.0	3.0
MICALCL	2.0	8.0	2.0	2.0	6.0	8.0
MICALL2	7.0	1.0	9.0	8.0	2.0	1.0
MICB	13.0	0.0	9.0	14.0	0.0	0.0
MICB-DT	0.0	0.0	0.0	0.0	0.0	0.0
MICU1	38.0	15.0	36.0	37.0	11.0	12.0
MID1	4.0	1.0	3.0	3.0	1.0	1.0
MID1IP1	4.0	12.0	4.0	5.0	12.0	18.0
MIEF1	17.0	5.0	17.0	18.0	6.0	5.0
MIEF2	21.0	10.0	24.0	25.0	10.0	13.0
MIEN1	41.0	9.0	32.0	44.0	9.0	11.0
MIER1	8.0	4.0	8.0	7.0	2.0	2.0
MIER3	17.0	4.0	17.0	14.0	3.0	3.0
MIF4GD	7.0	4.0	7.0	7.0	3.0	3.0
MIGA1	8.0	1.0	7.0	7.0	1.0	1.0
MINDY1	2.0	12.0	3.0	2.0	13.0	12.0
MINDY3	18.0	9.0	17.0	18.0	6.0	6.0
MIPOL1	1.0	0.0	1.0	1.0	0.0	0.0
MIR1915HG	1.0	0.0	1.0	1.0	0.0	0.0
MIR205HG	4.0	84.0	4.0	5.0	82.0	86.0
MIR210HG	0.0	3.0	0.0	0.0	6.0	4.0
MIR3150BHG	0.0	0.0	0.0	0.0	0.0	0.0
MIR34AHG	3.0	0.0	3.0	3.0	1.0	0.0
MIR570HG	4.0	0.0	4.0	4.0	0.0	1.0
MIR762HG	2.0	0.0	1.0	2.0	0.0	0.0
MIS12	11.0	4.0	10.0	10.0	4.0	4.0
MISP	18.0	3.0	22.0	25.0	4.0	3.0
MITD1	15.0	7.0	12.0	15.0	6.0	7.0
MKI67	0.0	1.0	0.0	0.0	1.0	1.0
MKNK1	14.0	5.0	14.0	15.0	7.0	6.0
MLEC	49.0	9.0	46.0	52.0	10.0	7.0
MLF1	3.0	1.0	3.0	3.0	0.0	1.0
MLH1	10.0	5.0	9.0	10.0	4.0	3.0
MLKL	0.0	2.0	0.0	0.0	3.0	2.0
MLLT11	4.0	15.0	4.0	4.0	10.0	11.0
MLLT6	18.0	4.0	17.0	16.0	3.0	3.0
MLPH	32.0	6.0	34.0	31.0	4.0	3.0
MLXIP	25.0	7.0	24.0	23.0	8.0	8.0
MMAB	0.0	3.0	1.0	1.0	4.0	4.0
MMD	9.0	1.0	9.0	8.0	1.0	1.0
MMEL1	0.0	0.0	0.0	0.0	0.0	0.0
MMGT1	10.0	5.0	11.0	9.0	4.0	4.0
MMP15	12.0	2.0	12.0	13.0	2.0	1.0
MMRN1	0.0	0.0	0.0	0.0	0.0	0.0
MN1	0.0	1.0	0.0	0.0	2.0	2.0
MNAT1	12.0	3.0	10.0	12.0	3.0	3.0
MND1	1.0	0.0	1.0	1.0	0.0	0.0
MOB1A	49.0	23.0	43.0	43.0	18.0	19.0
MOB3B	1.0	3.0	1.0	1.0	3.0	3.0
MOB3C	24.0	3.0	18.0	26.0	5.0	4.0
MOCOS	0.0	1.0	0.0	0.0	0.0	1.0
MOCS1	0.0	0.0	0.0	0.0	0.0	0.0
MOCS3	5.0	2.0	5.0	5.0	2.0	2.0
MOGS	42.0	15.0	40.0	47.0	17.0	15.0
MOK	3.0	0.0	3.0	3.0	1.0	0.0
MON1B	13.0	5.0	13.0	13.0	6.0	5.0
MORN1	1.0	0.0	1.0	1.0	0.0	0.0
MORN4	6.0	2.0	5.0	7.0	1.0	1.0
MOSMO	6.0	2.0	5.0	6.0	1.0	1.0
MOSPD3	1.0	4.0	1.0	1.0	6.0	3.0
MOV10	38.0	5.0	40.0	34.0	7.0	6.0
MPHOSPH10	29.0	11.0	24.0	26.0	10.0	9.0
MPHOSPH8	24.0	9.0	24.0	23.0	8.0	6.0
MPIG6B	0.0	0.0	0.0	0.0	1.0	0.0
MPL	0.0	0.0	0.0	0.0	0.0	0.0
MPP5	18.0	8.0	18.0	15.0	8.0	9.0
MPP7	5.0	16.0	6.0	5.0	15.0	17.0
MPPE1	15.0	5.0	15.0	15.0	4.0	4.0
MPV17L2	6.0	2.0	5.0	6.0	2.0	1.0
MR1	11.0	4.0	10.0	9.0	3.0	3.0
MRE11	5.0	1.0	5.0	4.0	1.0	1.0
MREG	7.0	14.0	5.0	6.0	14.0	14.0
MRFAP1	167.0	69.0	157.0	175.0	64.0	67.0
MRFAP1L1	88.0	32.0	71.0	83.0	27.0	26.0
MRI1	8.0	3.0	10.0	9.0	4.0	3.0
MRM2	30.0	10.0	27.0	31.0	8.0	8.0
MRM3	10.0	3.0	9.0	12.0	3.0	2.0
MRNIP	4.0	0.0	3.0	4.0	0.0	0.0
MRPL1	21.0	8.0	16.0	20.0	7.0	6.0
MRPL10	15.0	7.0	13.0	15.0	6.0	6.0
MRPL16	30.0	11.0	26.0	33.0	12.0	9.0
MRPL2	16.0	6.0	12.0	18.0	5.0	6.0
MRPL20	50.0	22.0	43.0	56.0	24.0	23.0
MRPL20-AS1	22.0	3.0	20.0	23.0	4.0	3.0
MRPL28	39.0	14.0	35.0	45.0	15.0	16.0
MRPL32	49.0	19.0	36.0	49.0	21.0	19.0
MRPL33	104.0	31.0	73.0	117.0	29.0	32.0
MRPL38	27.0	12.0	26.0	34.0	15.0	14.0
MRPL39	29.0	14.0	26.0	32.0	11.0	14.0
MRPL40	13.0	4.0	11.0	14.0	4.0	3.0
MRPL41	15.0	6.0	14.0	21.0	7.0	5.0
MRPL44	40.0	9.0	36.0	37.0	7.0	8.0
MRPL49	48.0	19.0	42.0	51.0	19.0	20.0
MRPS11	6.0	2.0	5.0	6.0	3.0	2.0
MRPS2	11.0	4.0	10.0	12.0	4.0	4.0
MRPS33	9.0	4.0	7.0	8.0	3.0	3.0
MRPS35	40.0	13.0	34.0	40.0	14.0	13.0
MRPS7	45.0	21.0	40.0	50.0	22.0	20.0
MRTFA	12.0	6.0	14.0	12.0	5.0	6.0
MRTO4	16.0	7.0	14.0	19.0	7.0	6.0
MSH2	13.0	4.0	11.0	10.0	3.0	3.0
MSMO1	43.0	135.0	33.0	43.0	133.0	130.0
MSMP	0.0	2.0	0.0	0.0	0.0	1.0
MSN	3.0	42.0	4.0	5.0	42.0	27.0
MST1	10.0	1.0	15.0	13.0	1.0	1.0
MST1L	0.0	0.0	0.0	0.0	0.0	0.0
MST1P2	6.0	0.0	7.0	6.0	0.0	0.0
MSX2	10.0	5.0	9.0	9.0	4.0	4.0
MTA2	86.0	28.0	79.0	80.0	29.0	25.0
MTAP	13.0	3.0	12.0	11.0	3.0	3.0
MTBP	2.0	0.0	2.0	1.0	0.0	0.0
MTCP1	0.0	0.0	0.0	0.0	0.0	0.0
MTERF1	4.0	1.0	3.0	3.0	1.0	1.0
MTF2	10.0	4.0	9.0	8.0	3.0	3.0
MTFP1	12.0	3.0	13.0	13.0	4.0	3.0
MTFR1	13.0	4.0	10.0	12.0	3.0	3.0
MTFR1L	20.0	7.0	19.0	21.0	6.0	6.0
MTG2	10.0	5.0	10.0	12.0	5.0	5.0
MTHFD1	2.0	7.0	2.0	3.0	7.0	6.0
MTHFSD	4.0	2.0	4.0	4.0	2.0	2.0
MTM1	14.0	6.0	14.0	13.0	4.0	5.0
MTMR14	16.0	7.0	16.0	18.0	5.0	6.0
MTMR2	16.0	9.0	18.0	17.0	7.0	8.0
MTMR9LP	0.0	0.0	0.0	0.0	0.0	0.0
MTRES1	6.0	3.0	5.0	6.0	1.0	1.0
MTRF1L	16.0	6.0	16.0	17.0	5.0	5.0
MTSS1	0.0	15.0	1.0	1.0	17.0	16.0
MTSS2	1.0	9.0	2.0	1.0	10.0	11.0
MTURN	7.0	3.0	6.0	6.0	3.0	3.0
MTUS1	33.0	5.0	31.0	25.0	5.0	5.0
MUC16	0.0	0.0	0.0	0.0	0.0	0.0
MUC19	0.0	0.0	0.0	0.0	0.0	0.0
MUC21	0.0	27.0	0.0	0.0	22.0	48.0
MUC22	0.0	0.0	0.0	0.0	2.0	1.0
MUCL1	0.0	221.0	1.0	0.0	77.0	128.0
MUL1	50.0	16.0	45.0	50.0	14.0	15.0
MUTYH	2.0	1.0	2.0	2.0	1.0	1.0
MVK	4.0	22.0	3.0	5.0	30.0	24.0
MVP	68.0	24.0	73.0	72.0	29.0	21.0
MXD4	9.0	5.0	10.0	11.0	5.0	4.0
MXRA5	1.0	0.0	2.0	2.0	0.0	0.0
MYBPHL	0.0	0.0	0.0	0.0	0.0	0.0
MYC	1.0	17.0	3.0	3.0	12.0	18.0
MYCBP	24.0	7.0	18.0	22.0	7.0	7.0
MYCL	0.0	4.0	0.0	0.0	4.0	3.0
MYD88	103.0	40.0	98.0	109.0	48.0	41.0
MYDGF	268.0	22.0	166.0	279.0	25.0	23.0
MYL12A	300.0	123.0	244.0	316.0	101.0	115.0
MYL5	10.0	2.0	12.0	11.0	2.0	1.0
MYLK-AS1	2.0	0.0	2.0	3.0	0.0	0.0
MYO10	14.0	7.0	15.0	14.0	6.0	5.0
MYO15A	0.0	0.0	0.0	0.0	0.0	0.0
MYO1E	55.0	20.0	53.0	50.0	16.0	24.0
MYO3B	0.0	0.0	0.0	0.0	1.0	0.0
MYO9B	17.0	5.0	19.0	18.0	6.0	6.0
MYOF	85.0	48.0	107.0	93.0	47.0	41.0
MYOM1	0.0	0.0	0.0	0.0	0.0	0.0
MYOM2	0.0	0.0	0.0	0.0	0.0	0.0
MYOSLID-AS1	0.0	0.0	1.0	1.0	0.0	0.0
MYPN	1.0	0.0	3.0	2.0	0.0	0.0
MYRF	0.0	1.0	0.0	0.0	1.0	2.0
MYZAP	10.0	32.0	8.0	10.0	27.0	36.0
MZF1-AS1	4.0	0.0	4.0	4.0	0.0	0.0
N4BP2	5.0	1.0	5.0	4.0	1.0	1.0
N4BP2L2-IT2	0.0	0.0	0.0	0.0	0.0	0.0
NAA30	12.0	5.0	12.0	10.0	5.0	5.0
NAA38	20.0	6.0	16.0	20.0	6.0	6.0
NAA40	8.0	3.0	8.0	8.0	3.0	2.0
NAAA	0.0	5.0	1.0	0.0	5.0	4.0
NAALADL2	3.0	0.0	4.0	3.0	0.0	0.0
NACC1	28.0	11.0	28.0	32.0	16.0	14.0
NACC2	12.0	2.0	14.0	12.0	2.0	2.0
NADK	23.0	8.0	22.0	26.0	8.0	8.0
NADSYN1	37.0	18.0	44.0	40.0	22.0	17.0
NAGPA	6.0	3.0	7.0	7.0	3.0	2.0
NALT1	11.0	0.0	13.0	13.0	0.0	0.0
NANP	5.0	1.0	4.0	4.0	1.0	1.0
NAP1L5	0.0	3.0	0.0	0.0	1.0	2.0
NAPA-AS1	2.0	0.0	2.0	2.0	0.0	0.0
NAPEPLD	4.0	1.0	4.0	3.0	1.0	0.0
NAPG	17.0	6.0	15.0	17.0	6.0	6.0
NARF	16.0	5.0	15.0	17.0	5.0	4.0
NAT1	5.0	1.0	4.0	5.0	1.0	0.0
NAT14	8.0	2.0	7.0	11.0	1.0	1.0
NATD1	16.0	4.0	18.0	18.0	6.0	4.0
NAV2	0.0	15.0	1.0	1.0	11.0	13.0
NAV3	0.0	1.0	0.0	0.0	2.0	1.0
NAXD	24.0	9.0	23.0	26.0	8.0	7.0
NBEAL2	13.0	28.0	16.0	15.0	40.0	34.0
NBPF18P	1.0	0.0	2.0	1.0	0.0	0.0
NBR1	58.0	30.0	56.0	53.0	25.0	27.0
NBR2	2.0	0.0	1.0	2.0	0.0	0.0
NCALD	0.0	0.0	0.0	0.0	0.0	0.0
NCAPG	0.0	1.0	0.0	0.0	1.0	1.0
NCAPH	0.0	0.0	0.0	0.0	0.0	0.0
NCAPH2	11.0	5.0	12.0	13.0	6.0	5.0
NCBP2	40.0	17.0	34.0	38.0	14.0	14.0
NCBP2AS2	12.0	4.0	9.0	14.0	4.0	3.0
NCBP3	5.0	3.0	6.0	5.0	2.0	2.0
NCCRP1	52.0	247.0	53.0	55.0	249.0	293.0
NCEH1	41.0	1.0	38.0	35.0	1.0	1.0
NCF2	1.0	12.0	2.0	1.0	13.0	16.0
NCL	160.0	71.0	136.0	170.0	62.0	56.0
NCMAP	1.0	0.0	0.0	0.0	0.0	0.0
NCOA1	0.0	6.0	0.0	0.0	3.0	4.0
NCOA3	28.0	12.0	30.0	27.0	13.0	13.0
NCOA5	16.0	8.0	15.0	14.0	6.0	5.0
NCOA6	10.0	5.0	12.0	10.0	4.0	5.0
NCOA7	11.0	5.0	10.0	11.0	3.0	3.0
NCOR1	18.0	9.0	18.0	16.0	7.0	8.0
NCSTN	99.0	24.0	94.0	105.0	25.0	21.0
NDEL1	27.0	69.0	26.0	28.0	57.0	63.0
NDFIP1	57.0	17.0	48.0	54.0	13.0	14.0
NDRG1	30.0	80.0	29.0	32.0	143.0	131.0
NDRG2	20.0	75.0	31.0	22.0	149.0	154.0
NDRG4	4.0	14.0	6.0	5.0	20.0	16.0
NDUFA10	10.0	4.0	9.0	11.0	4.0	4.0
NDUFA2	124.0	18.0	81.0	129.0	16.0	17.0
NDUFA3	34.0	12.0	24.0	36.0	14.0	12.0
NDUFA4L2	1.0	8.0	1.0	0.0	17.0	15.0
NDUFA5	11.0	4.0	9.0	10.0	3.0	3.0
NDUFA6-DT	2.0	1.0	3.0	2.0	0.0	1.0
NDUFAB1	74.0	28.0	49.0	76.0	28.0	30.0
NDUFAF3	10.0	3.0	9.0	13.0	4.0	3.0
NDUFAF5	1.0	0.0	1.0	1.0	0.0	0.0
NDUFAF6	2.0	0.0	2.0	2.0	0.0	0.0
NDUFAF7	1.0	0.0	1.0	1.0	0.0	0.0
NDUFB5	14.0	7.0	12.0	13.0	5.0	6.0
NDUFB6	25.0	9.0	19.0	27.0	8.0	8.0
NDUFC2	43.0	19.0	31.0	43.0	14.0	16.0
NEB	0.0	0.0	0.0	0.0	0.0	0.0
NEBL	19.0	7.0	24.0	16.0	7.0	6.0
NECAP1	19.0	8.0	17.0	20.0	6.0	7.0
NECAP2	36.0	14.0	35.0	35.0	14.0	12.0
NECTIN2	56.0	19.0	53.0	54.0	21.0	25.0
NEDD1	9.0	5.0	9.0	8.0	4.0	3.0
NEDD4L	14.0	5.0	17.0	13.0	3.0	4.0
NEDD9	3.0	0.0	3.0	3.0	0.0	0.0
NEFH	0.0	0.0	0.0	0.0	0.0	0.0
NEK10	0.0	0.0	0.0	0.0	0.0	0.0
NEK11	4.0	0.0	3.0	4.0	0.0	1.0
NEK2	0.0	0.0	0.0	0.0	0.0	0.0
NEK4	6.0	1.0	5.0	5.0	1.0	1.0
NEK7	38.0	11.0	36.0	32.0	10.0	9.0
NEK8	4.0	0.0	5.0	4.0	0.0	0.0
NEK9	10.0	5.0	10.0	10.0	3.0	4.0
NELFE	55.0	23.0	51.0	58.0	24.0	26.0
NEMP1	2.0	1.0	2.0	2.0	1.0	1.0
NEPRO	10.0	3.0	9.0	9.0	3.0	2.0
NES	0.0	1.0	0.0	0.0	2.0	1.0
NET1	90.0	31.0	75.0	76.0	37.0	45.0
NETO2	11.0	4.0	14.0	11.0	4.0	4.0
NEU1	146.0	10.0	102.0	160.0	9.0	10.0
NF1	8.0	4.0	8.0	7.0	3.0	3.0
NFASC	0.0	1.0	0.0	0.0	1.0	0.0
NFATC2	0.0	4.0	0.0	0.0	3.0	4.0
NFATC2IP	13.0	5.0	11.0	12.0	7.0	5.0
NFATC3	15.0	8.0	14.0	14.0	6.0	6.0
NFATC4	1.0	0.0	1.0	0.0	0.0	0.0
NFE2L1	139.0	62.0	143.0	157.0	65.0	57.0
NFE2L3	1.0	9.0	1.0	2.0	5.0	7.0
NFIC	1.0	2.0	1.0	1.0	3.0	3.0
NFKBIE	5.0	1.0	5.0	6.0	2.0	2.0
NFRKB	18.0	8.0	19.0	17.0	7.0	7.0
NFYB	9.0	3.0	6.0	8.0	3.0	3.0
NFYC	16.0	7.0	17.0	15.0	7.0	7.0
NGDN	14.0	6.0	11.0	14.0	5.0	5.0
NGEF	0.0	0.0	0.0	0.0	0.0	0.0
NGFR	0.0	0.0	0.0	0.0	1.0	1.0
NGLY1	12.0	6.0	10.0	11.0	4.0	4.0
NHLH2	3.0	1.0	3.0	3.0	1.0	0.0
NHLRC2	6.0	2.0	5.0	5.0	1.0	1.0
NHS	1.0	0.0	1.0	1.0	0.0	0.0
NIBAN1	1.0	8.0	1.0	1.0	9.0	8.0
NIBAN3	0.0	0.0	0.0	0.0	0.0	0.0
NID1	0.0	7.0	0.0	0.0	8.0	4.0
NIF3L1	11.0	4.0	10.0	11.0	4.0	3.0
NIN	3.0	9.0	4.0	3.0	7.0	9.0
NINJ1	24.0	7.0	27.0	28.0	7.0	6.0
NIP7	22.0	9.0	17.0	20.0	9.0	9.0
NIPAL3	25.0	6.0	26.0	24.0	5.0	5.0
NIPAL4	1.0	84.0	2.0	2.0	70.0	83.0
NIPBL	19.0	10.0	21.0	17.0	7.0	9.0
NIPBL-DT	1.0	0.0	1.0	1.0	0.0	0.0
NISCH	19.0	8.0	23.0	20.0	8.0	6.0
NKAP	5.0	1.0	4.0	5.0	1.0	1.0
NKAPD1	13.0	6.0	13.0	13.0	5.0	4.0
NKAPL	7.0	0.0	5.0	6.0	0.0	0.0
NKAPP1	0.0	0.0	0.0	0.0	0.0	0.0
NKILA	1.0	0.0	1.0	1.0	0.0	0.0
NKIRAS1	32.0	5.0	31.0	30.0	4.0	4.0
NKPD1	0.0	15.0	1.0	1.0	11.0	17.0
NKX1-2	0.0	0.0	0.0	0.0	0.0	0.0
NLGN2	0.0	2.0	0.0	0.0	1.0	1.0
NLRC4	0.0	0.0	0.0	0.0	0.0	0.0
NLRC5	6.0	0.0	3.0	5.0	0.0	0.0
NLRP1	2.0	5.0	2.0	2.0	7.0	6.0
NLRP10	0.0	18.0	0.0	0.0	8.0	9.0
NLRX1	3.0	15.0	3.0	3.0	20.0	18.0
NMB	34.0	1.0	18.0	30.0	4.0	2.0
NME4	0.0	5.0	0.0	0.0	6.0	5.0
NMI	20.0	7.0	16.0	21.0	5.0	4.0
NMRAL2P	0.0	2.0	0.0	0.0	4.0	3.0
NMRK1	17.0	5.0	18.0	17.0	6.0	5.0
NOA1	16.0	6.0	14.0	17.0	7.0	6.0
NOC2L	47.0	20.0	46.0	52.0	21.0	19.0
NOC4L	7.0	2.0	9.0	10.0	4.0	3.0
NOD2	0.0	6.0	0.0	0.0	9.0	8.0
NOL10	12.0	6.0	12.0	12.0	5.0	5.0
NOL3	1.0	6.0	2.0	2.0	9.0	7.0
NOL6	29.0	6.0	30.0	32.0	7.0	4.0
NOL7	29.0	14.0	25.0	29.0	13.0	12.0
NOM1	3.0	2.0	3.0	3.0	1.0	1.0
NOMO1	65.0	27.0	59.0	66.0	26.0	25.0
NOMO2	80.0	28.0	73.0	85.0	28.0	27.0
NOMO3	16.0	5.0	14.0	16.0	4.0	6.0
NOP10	190.0	78.0	141.0	204.0	83.0	83.0
NOP14-AS1	7.0	2.0	7.0	7.0	3.0	2.0
NOP56	90.0	21.0	85.0	101.0	18.0	16.0
NPAS1	0.0	2.0	0.0	0.0	3.0	3.0
NPAT	6.0	2.0	6.0	6.0	1.0	1.0
NPBWR1	0.0	0.0	0.0	0.0	0.0	0.0
NPC1	35.0	20.0	46.0	36.0	17.0	19.0
NPC1L1	0.0	0.0	0.0	0.0	0.0	0.0
NPC2	204.0	58.0	137.0	210.0	58.0	50.0
NPFFR1	1.0	0.0	2.0	1.0	0.0	0.0
NPHP1	1.0	0.0	1.0	1.0	0.0	0.0
NPIPB13	0.0	0.0	0.0	0.0	0.0	0.0
NPIPB2	1.0	0.0	0.0	1.0	0.0	0.0
NPIPB6	2.0	0.0	2.0	1.0	0.0	0.0
NPM2	0.0	0.0	0.0	0.0	0.0	0.0
NPM3	1.0	7.0	1.0	2.0	7.0	7.0
NPNT	0.0	5.0	0.0	1.0	8.0	5.0
NPR2	0.0	18.0	0.0	0.0	13.0	21.0
NPRL2	11.0	4.0	9.0	11.0	2.0	2.0
NPTN	86.0	31.0	83.0	96.0	28.0	25.0
NPY1R	0.0	0.0	0.0	1.0	0.0	0.0
NR1D1	13.0	3.0	14.0	13.0	4.0	6.0
NR1D2	35.0	7.0	35.0	30.0	6.0	7.0
NR1H3	2.0	1.0	1.0	2.0	0.0	0.0
NR2C2	10.0	4.0	12.0	9.0	4.0	3.0
NR2F2	14.0	4.0	14.0	12.0	3.0	4.0
NR2F2-AS1	0.0	0.0	0.0	0.0	0.0	0.0
NR3C2	0.0	0.0	0.0	0.0	0.0	0.0
NR4A2	22.0	0.0	20.0	17.0	0.0	0.0
NR6A1	1.0	0.0	2.0	1.0	0.0	0.0
NRARP	1.0	5.0	1.0	1.0	8.0	6.0
NRBP1	91.0	35.0	86.0	90.0	34.0	33.0
NRF1	5.0	2.0	5.0	5.0	2.0	2.0
NRG1	0.0	0.0	0.0	0.0	0.0	0.0
NRIP3	0.0	4.0	0.0	0.0	1.0	3.0
NRP2	6.0	1.0	8.0	7.0	1.0	1.0
NSG1	1.0	22.0	1.0	1.0	22.0	17.0
NSMAF	1.0	8.0	2.0	1.0	6.0	6.0
NSUN3	3.0	0.0	3.0	3.0	0.0	0.0
NSUN5	7.0	3.0	8.0	9.0	3.0	3.0
NSUN5P1	12.0	2.0	17.0	13.0	4.0	1.0
NSUN5P2	6.0	0.0	9.0	7.0	1.0	0.0
NSUN6	4.0	2.0	5.0	4.0	2.0	1.0
NSUN7	0.0	0.0	0.0	0.0	0.0	0.0
NT5C3A	9.0	103.0	7.0	10.0	55.0	88.0
NT5DC1	9.0	2.0	8.0	9.0	2.0	1.0
NT5DC2	1.0	17.0	1.0	1.0	24.0	17.0
NT5E	21.0	0.0	16.0	21.0	1.0	0.0
NTN4	81.0	4.0	93.0	80.0	5.0	5.0
NTN5	0.0	0.0	0.0	0.0	0.0	0.0
NTPCR	6.0	2.0	5.0	6.0	2.0	2.0
NUAK2	5.0	11.0	5.0	5.0	11.0	14.0
NUB1	44.0	11.0	36.0	40.0	7.0	9.0
NUBPL	3.0	1.0	3.0	4.0	1.0	1.0
NUCB1	101.0	42.0	86.0	102.0	41.0	41.0
NUCKS1	31.0	14.0	26.0	27.0	11.0	11.0
NUDCD1	5.0	3.0	4.0	5.0	2.0	2.0
